Wetland Plant List - Adapted for Alberta,,Regional Plant List - US Army Corps of Engineers,,,,
Rubus arcticus,dwarf raspberry,FAC,FACW,FACW,FAC,Y
Rubus chamaemorus,cloudberry,,,FACW,FACW,Y
Rubus idaeus,wild red raspberry,FACU,FACU,FACU,FACU,Y
Rubus parviflorus,thimbleberry,FACU,FACU,FACU,FACU,Y
Rubus pedatus,dwarf bramble,FACU,FAC,,FAC,Y
Rubus pubescens,dewberry,FAC,FACW,FACW,FACW,Y
Rubus x paracaulis,hybrid dwarf raspberry,,,,,N
Rudbeckia hirta,black-eyed Susan,FACU,FACU,FACU,,Y
Rumex acetosa,green sorrel,FAC,,UPL,FAC,Y
Rumex acetosella,sheep sorrel,FACU,FAC,FACU,FAC,Y
Rumex britannica,water dock,OBL,OBL,OBL,,Y
Rumex confertus,dock,,,,,N
Rumex crispus,curled dock,FAC,FAC,FAC,FAC,Y
Rumex dentatus,toothed dock,FACW,FACU,FACU,,Y
Rumex fueginus,American Golden Dock,FACW,FACW,FACW,FACW,Y
Rumex lapponicus,Lapland sorrel,UPL,FAC,,UPL,Y
Rumex longifolius,long-leaved dock,,FAC,FAC,FAC,Y
Rumex occidentalis,western dock,FACW,OBL,OBL,OBL,Y
Rumex pseudonatronatus,field dock,,,,,N
Rumex stenophyllus,narrow-leaved field dock,FACW,FACW,FACW,,Y
Rumex triangulivalvis,narrow-leaved dock,FAC,FACW,FAC,,Y
Rumex utahensis,Utah dock,,,,,N
Rumex venosus,wild begonia,FACU,FAC,UPL,,Y
Ruppia cirrhosa,widgeon-grass,OBL,OBL,OBL,OBL,Y
Sagina nivalis,pearlwort,FACW,FACW,,FAC,Y
Sagina nodosa,pearlwort,,,FACU,,Y
Sagina saginoides,mountain pearlwort,FACW,FACW,,FAC,Y
Sagittaria cuneata,arum-leaved arrowhead,OBL,OBL,OBL,OBL,Y
Sagittaria latifolia,broad-leaved arrowhead,OBL,OBL,OBL,,Y
Salicornia rubra,samphire,OBL,OBL,OBL,,Y
Salix alaxensis,Alaska willow,,,,FAC,Y
Salix amygdaloides,peach-leaved willow,FACW,FACW,FACW,,Y
Salix arbusculoides,shrubby willow,,,,FACW,Y
Salix arctica,Arctic willow,FAC,,,FACU,Y
Salix athabascensis,Athabasca willow,,,,OBL,Y
Salix barclayi,Barclay's willow,FACW,OBL,,FAC,Y
Salix barrattiana,Barratt's willow,FACW,,,FACW,Y
Salix bebbiana,beaked willow,FACW,FACW,FACW,FAC,Y
Salix boothii,Booth's willow,FACW,,,OBL,Y
Salix brachycarpa,short-capsuled willow,FACW,,,,Y
Salix calcicola,woolly willow,,,,,N
Salix candida,hoary willow,OBL,OBL,OBL,OBL,Y
Salix commutata,changeable willow,OBL,,,FAC,Y
Salix daphnoides,Daphne's willow,,,FAC,,Y
Salix discolor,pussy willow,FACW,FACW,FACW,,Y
Salix drummondiana,Drummond's willow,FACW,FACW,,,Y
Salix exigua,narrow-leaf willow,FACW,FACW,,,Y
Salix famelica,hungry willow,FACW,FACW,FACW,,Y
Salix farriae,Farr's willow,OBL,OBL,,,Y
Salix glauca,smooth willow,FACW,FACW,,FAC,Y
Salix interior,sandbar willow,FACW,FACW,FACW,FACW,Y
Salix lasiandra,shinning willow,FACW,FACW,,FACW,Y
Salix maccalliana,velvet-fruited willow,FACW,OBL,OBL,,Y
Salix melanopsis,dusky willow,OBL,FACW,,,Y
Salix myrtillifolia,myrtle-leaved willow,FACW,,,FACW,Y
Salix nivalis,snow willow,FACW,,,,Y
Salix pedicellaris,bog willow,OBL,OBL,OBL,,Y
Salix pentandra,laurel willow,,,,,N
Salix petiolaris,basket willow,OBL,OBL,FACW,,Y
Salix petrophila,alpine willow,,,,,N
Salix planifolia,flat-leaved willow,OBL,OBL,OBL,FACW,Y
Salix prolixa,Mackenzie's willow,OBL,FACW,,FACW,Y
Salix pseudomonticola,false mountain willow,FACW,FACW,FACW,FAC,Y
Salix pseudomyrsinites,tall blueberry willow,,,,,N
Salix pyrifolia,balsam willow,,OBL,FACW,,Y
Salix raupii,Raup's willow,,,,,N
Salix reticulata,net-veined willow,FAC,,,FAC,Y
Salix scouleriana,Scouler's willow,FAC,FACU,,FAC,Y
Salix serissima,autumn willow,OBL,OBL,OBL,,Y
Salix sitchensis,Sitka willow,FACW,FACW,,FAC,Y
Salix stolonifera,creeping willow,,,,,N
Salix tyrrellii,Tyrrell's willow,,,,,N
Salix vestita,rock willow,FAC,,,,Y
Salsola collina,slender Russian-thistle,,,,,N
Salsola tragus,Russian-thistle,FACU,FACU,FACU,,Y
Salvia nemorosa,wood sage,,,,,N
Sambucus racemosa,red elderberry,FACU,FACU,FACU,FACU,Y
Sanicula marilandica,snakeroot,FAC,FACU,FACU,,Y
Saponaria officinalis,soapwort,UPL,FACU,FACU,,Y
Sarcobatus vermiculatus,greasewood,FACU,FAC,,,Y
Sarracenia purpurea,pitcher-plant,OBL,OBL,OBL,,Y
Saussurea americana,American saw-wort,FACW,,,FACW,Y
Saussurea densa,dwarf saw-wort,,,,,N
Saxifraga adscendens,wedge-leaved saxifrage,FACW,FACW,,FACU,Y
Saxifraga aizoides,yellow mountain saxifrage,,,FACW,FACW,Y
Saxifraga bronchialis,spotted saxifrage,,,,,N
Saxifraga cernua,nodding saxifrage,FACW,FACU,FACW,FACW,Y
Saxifraga cespitosa,tufted saxifrage,,,,,N
Saxifraga flagellaris,spiderplant,,,,,N
Saxifraga hyperborea,brook saxifrage,,,,FACU,Y
Saxifraga mertensiana,Merten's saxifrage,FACW,OBL,,FACW,Y
Saxifraga oppositifolia,purple saxifrage,FACU,FAC,FAC,FAC,Y
Saxifraga tricuspidata,three-toothed saxifrage,,,UPL,FACU,Y
Sceptridium multifidum,leather grapefern,FAC,FAC,FACU,FAC,Y
Sceptridium oneidense,blunt-lobe grape-fern,,,FAC,,Y
Schedonnardus paniculatus,tumble grass,,,,,N
Scheuchzeria palustris,scheuchzeria,OBL,OBL,OBL,OBL,Y
Schizachne purpurascens,purple oat grass,UPL,FACU,FACU,FAC,Y
Schizachyrium scoparium,little bluestem,FACU,FACU,FACU,,Y
Schoenoplectus acutus,great bulrush,OBL,OBL,OBL,OBL,Y
Schoenoplectus pungens,three-square rush,OBL,OBL,OBL,,Y
Schoenoplectus tabernaemontani,common great bulrush,OBL,OBL,OBL,OBL,Y
Scirpus atrocinctus,black-girdled bulrush,OBL,OBL,OBL,,Y
Scirpus microcarpus,small-fruited bulrush,OBL,OBL,OBL,OBL,Y
Scirpus pallidus,pale bulrush,OBL,OBL,OBL,,Y
Scleranthus annuus,knawel,UPL,FACU,FACU,,Y
Scolochloa festucacea,spangletop,OBL,OBL,OBL,OBL,Y
Scutellaria galericulata,marsh skullcap,OBL,OBL,OBL,OBL,Y
Secale cereale,rye,,,,,N
Securigera varia,field crown-vetch,,,,,N
Sedum acre,mossy stonecrop,,,,,N
Sedum divergens,spreading stonecrop,,,,,N
Sedum lanceolatum,lance-leaved stonecrop,,,,,N
Sedum stenopetalum,narrow-petaled stonecrop,,,,,N
Selaginella densa,prairie selaginella,,,,,N
Selaginella rupestris,rock little club-moss,,,,,N
Selaginella scopulorum,Rocky Mountain spikemoss,,,,,N
Selaginella selaginoides,spiny-edged little club-moss,FACW,,FACW,FACU,Y
Selaginella standleyi,Standley's spikemoss,,,,,N
Selaginella wallacei,Wallace's little club-moss,,,,,N
Senecio eremophilus,cut-leaved ragwort,FACU,FAC,FACW,FACU,Y
Senecio fremontii,mountain butterweed,,,,,N
Senecio hydrophiloides,ragwort,FACW,FACW,,,Y
Senecio integerrimus,entire-leaved groundsel,FACU,FAC,FAC,,Y
Senecio lugens,black-tipped groundsel,FAC,FACW,,FAC,Y
Senecio megacephalus,large-flowered ragwort,,,,,N
Senecio triangularis,brook ragwort,FACW,OBL,,FACW,Y
Senecio viscosus,sticky groundsel,,,,,N
Senecio vulgaris,common groundsel,FACU,FACU,FACU,FACU,Y
Setaria glauca,yellow foxtail,,,,,N
Setaria viridis,green foxtail,,,,,N
Shepherdia argentea,thorny buffaloberry,FACU,UPL,FACU,,Y
Shepherdia canadensis,Canada buffaloberry,UPL,FACU,UPL,FACU,Y
Shinnersoseris rostrata,annual skeletonweed,,,,,N
Sibbaldia procumbens,sibbaldia,FACU,FACU,FACU,FACU,Y
Sibbaldia tridentata,three-toothed cinquefoil,,FACU,FACU,,Y
Silene acaulis,moss campion,UPL,FAC,UPL,UPL,Y
Silene antirrhina,sleepy catchfly,,,,,N
Silene chalcedonica,Maltese cross,,,,,N
Silene conoidea,large sand catchfly,,,,,N
Silene cserei,smooth catchfly,,,,,N
Silene drummondii,Drummond's cockle,,,,,N
Silene hitchguirei,mountain campion,,,,,N
Silene involucrata,alpine bladder catchfly,,,,,N
Silene latifolia,"white cockle, bladder campion",,,,,N
Silene menziesii,Menzies' catchfly,FAC,UPL,,FAC,Y
Silene noctiflora,night-flowering catchfly,,,,,N
Silene parryi,Parry's campion,,,,,N
Silene scouleri,Scouler's catchfly,,,,,N
Silene uralensis,nodding campion,FAC,FACW,,FAC,Y
Silene vulgaris,bladder campion,,,,,N
Silybum marianum,milk thistle,,,,,N
Sinapis alba,white mustard,FAC,FAC,FACU,,Y
Sinapis arvensis,wild mustard,,,,,N
Sisymbrium altissimum,tumbling mustard,FACU,FACU,FACU,FACU,Y
Sisymbrium linifolium,narrow-leaved mustard,,,,,N
Sisymbrium loeselii,tall hedge mustard,,,,,N
Sisymbrium officinale,hedge mustard,,,,,N
Sisyrinchium montanum,common blue-eyed grass,FAC,FAC,FAC,FACW,Y
Sisyrinchium septentrionale,pale blue-eyed grass,FACW,FAC,,,Y
Sium suave,water parsnip,OBL,OBL,OBL,OBL,Y
Smelowskia calycina,silver rock cress,,,,,N
Solanum dulcamara,climbing nightshade,FAC,FACU,FAC,,Y
Solanum nigrum,black nightshade,FACU,,FACU,FACU,Y
Solanum sarrachoides,hairy nightshade,,,,,N
Solanum triflorum,wild tomato,,,,,N
Solidago altissima,tall goldenrod,FACU,FACU,FACU,,Y
Solidago gigantea,late goldenrod,FACW,FAC,FACW,,Y
Solidago lepida,elegant goldenrod,FAC,FACU,FACU,FACU,Y
Solidago missouriensis,low goldenrod,,,,,N
Solidago mollis,velvety goldenrod,,,,,N
Solidago multiradiata,alpine goldenrod,FACU,FACU,FACU,FACU,Y
Solidago nemoralis,showy goldenrod,,,,,N
Solidago rigida,stiff goldenrod,FACU,FACU,FACU,,Y
Solidago simplex,sticky goldenrod,FACU,FACU,FACU,UPL,Y
Sonchus arvensis,perennial sow-thistle,FACU,FAC,FACU,FACU,Y
Sonchus asper,prickly annual sow-thistle,FACU,FAC,FACU,FACU,Y
Sonchus oleraceus,annual sow-thistle,UPL,UPL,FACU,UPL,Y
Sorbaria sorbifolia,false spiraea,,,,,N
Sorbus aucuparia,European mountain-ash,,,,,N
Sorbus scopulina,western mountain-ash,FACU,FACU,,FACU,Y
Sorbus sitchensis,Sitka mountain ash,FAC,FAC,,FACU,Y
Sparganium angustifolium,narrow-leaved bur-reed,OBL,OBL,OBL,OBL,Y
Sparganium emersum,green-fruited burreed,OBL,OBL,OBL,OBL,Y
Sparganium eurycarpum,giant bur-reed,OBL,OBL,OBL,,Y
Sparganium fluctuans,floating bur-reed,OBL,OBL,OBL,,Y
Sparganium glomeratum,clustered burreed,,OBL,OBL,,Y
Sparganium hyperboreum,northern bur-reed,,,,OBL,Y
Sparganium natans,small bur-reed,OBL,OBL,OBL,OBL,Y
Spartina gracilis,alkali cord grass,FACW,FACW,FACW,,Y
Spartina pectinata,prairie cord grass,OBL,FACW,FACW,,Y
Spergula arvensis,corn spurry,,,,,N
Spergularia diandra,sand spurry,FACW,FACW,,,Y
Spergularia salina,salt-marsh sand spurry,,,,,N
Sphaeralcea coccinea,scarlet mallow,,,,,N
Sphenopholis intermedia,slender wedge grass,FAC,FAC,FAC,FAC,Y
Sphenopholis obtusata,prairie wedge grass,FAC,FAC,FAC,,Y
Spinacia oleracea,spinach,,,,,N
Spiraea alba,narrow-leaved meadowsweet,FACW,FACW,FACW,,Y
Spiraea betulifolia,white meadowsweet,FACU,FACU,FACU,,Y
Spiraea splendens,pink meadowsweet,,,,,N
Spiranthes lacera,northern slender ladies'-tresses,,FAC,FAC,,Y
Spiranthes romanzoffiana,hooded ladies'-tresses,FACW,OBL,OBL,OBL,Y
Spirodela polyrhiza,larger duckweed,OBL,OBL,OBL,,Y
Sporobolus cryptandrus,sand dropseed,FACU,FACU,FACU,,Y
Sporobolus neglectus,annual dropseed,UPL,UPL,FACU,,Y
Stachys pilosa,marsh hedge-nettle,FACW,FACW,FACW,FACW,Y
Stellaria americana,American chickweed,,,,,N
Stellaria borealis,boreal starwort,FACW,FACW,FACW,FACW,Y
Stellaria calycantha,northern stitchwort,FACW,FACW,,FACW,Y
Stellaria crassifolia,fleshy stitchwort,FACW,OBL,FACW,FACW,Y
Stellaria crispa,wavy-leaved chickweed,FAC,FACW,,FAC,Y
Stellaria longifolia,long-leaved chickweed,FACW,FACW,FACW,FAC,Y
Stellaria longipes,long-stalked chickweed,FACW,FACW,FAC,FAC,Y
Stellaria media,common chickweed,FACU,FACU,FACU,UPL,Y
Stellaria obtusa,chickweed,FACW,FACW,,,Y
Stellaria umbellata,chickweed,FACW,FACW,,FACW,Y
Stenanthium occidentale,bronzebells,,,,,N
Stephanomeria runcinata,rush-pink,,,,,N
Streptopus amplexifolius,clasping-leaved twisted-stalk,FAC,FACW,FAC,FACU,Y
Streptopus lanceolatus,rose mandarin,FAC,FAC,FACU,FACU,Y
Streptopus streptopoides,twisted-stalk,FACW,,,FAC,Y
Stuckenia filiformis,thread-leaved pondweed,OBL,OBL,OBL,OBL,Y
Stuckenia pectinata,sago pondweed,OBL,OBL,OBL,OBL,Y
Stuckenia vaginata,large-sheath pondweed,OBL,OBL,OBL,OBL,Y
Suaeda calceoliformis,western sea-blite,FACW,FACW,FACW,FACW,Y
Suaeda nigra,Moquin's sea-blite,OBL,OBL,,,Y
Suckleya suckleyana,poison suckleya,FACW,FACW,,,Y
Suksdorfia ranunculifolia,suksdorfia,,,,,N
Suksdorfia violacea,blue suksdorfia,FAC,FAC,,,Y
Symphoricarpos albus,snowberry,FACU,UPL,FACU,FACU,Y
Symphoricarpos occidentalis,buckbrush,FAC,UPL,FACU,,Y
Symphyotrichum ascendens,western aster,FACU,FACU,,,Y
Symphyotrichum boreale,marsh aster,OBL,OBL,OBL,OBL,Y
Symphyotrichum campestre,meadow aster,,,,,N
Symphyotrichum ciliatum,rayless aster,FACW,FACW,FAC,FACU,Y
Symphyotrichum ciliolatum,Lindley's aster,,,,,N
Symphyotrichum cusickii,Cusick's aster,,,,,N
Symphyotrichum eatonii,Eaton's aster,,,,,N
Symphyotrichum ericoides,tufted white prairie aster,FAC,FACU,FACU,,Y
Symphyotrichum falcatum,creeping white prairie aster,FACU,FACU,FAC,FACU,Y
Symphyotrichum firmum,glossy-leaved aster,,,,,N
Symphyotrichum foliaceum,leafy-bracted aster,FACU,UPL,,UPL,Y
Symphyotrichum laeve,smooth aster,FACU,FACU,FACU,,Y
Symphyotrichum lanceolatum,western willow aster,OBL,FACW,FACW,,Y
Symphyotrichum puniceum,purple-stemmed aster,,OBL,OBL,,Y
Symphyotrichum subspicatum,leafy-bracted aster,FACW,FAC,,FAC,Y
Symphytum officinale,comfrey,,,,,N
Syringa vulgaris,common lilac,,,,,N
Tanacetum bipinnatum,Lake Huron tansy,,,,,N
Tanacetum vulgare,common tansy,FACU,FACU,FACU,UPL,Y
Taraxacum ceratophorum,northern dandelion,FACU,UPL,FAC,UPL,Y
Taraxacum erythrospermum,red-seeded dandelion,,,,,N
Taraxacum officinale,common dandelion,FACU,FACU,FACU,FACU,Y
Taraxacum scopulorum,alpine dandelion,,,,,N
Taraxia breviflora,taraxia,FAC,FACU,,,Y
Taxus brevifolia,western yew,FACU,FACU,,FACU,Y
Telesonix heucheriformis,telesonix,,,,,N
Tellima grandiflora,fringe-cups,FACU,,,FACU,Y
Tephroseris palustris,marsh ragwort,,FACW,FACW,FACW,Y
Tetraneuris acaulis,butte marigold,,,,,N
Thalictrum dasycarpum,tall meadow rue,FACW,FAC,FACW,,Y
Thalictrum occidentale,western meadow rue,FACU,,,FACU,Y
Thalictrum sparsiflorum,flat-fruited meadow rue,FAC,,,FACU,Y
Thalictrum venulosum,veiny meadow rue,FAC,FAC,FACW,,Y
Thelesperma subnudum,greenthread,,,,,N
Thermopsis rhombifolia,golden bean,FACU,UPL,FACU,,Y
Thesium arvense,thesium,,,,,N
Thinopyrum ponticum,rush wheatgrass,,,,,N
Thlaspi arvense,stinkweed,UPL,FACU,UPL,UPL,Y
Thuja plicata,western red cedar,FAC,UPL,,FAC,Y
Tiarella trifoliata,laceflower,FAC,,,FAC,Y
Tofieldia pusilla,dwarf false asphodel,FACW,,FACW,FAC,Y
Tonestus lyallii,Lyall's ironplant,,,,,N
Torreyochloa pallida,pale false mannagrass,OBL,OBL,OBL,FACW,Y
Townsendia condensata,alpine townsendia,,,,,N
Townsendia exscapa,low townsendia,,,,,N
Townsendia hookeri,Hooker's townsendia,,,,,N
Townsendia parryi,Parry's townsendia,,,,,N
Toxicodendron radicans,poison ivy,,FACU,FAC,,Y
Tradescantia occidentalis,western spiderwort,FACU,UPL,UPL,,Y
Tragopogon dubius,common goat's-beard,,,,,N
Tragopogon porrifolius,common salsify,,,,,N
Tragopogon pratensis,meadow goat's-beard,,,,,N
Transberingia bursifolia ssp. virgata,slender mouse-ear-cress,,,,,N
Triadenum fraseri,Fraser's Marsh-St. John's-wort,,,,,N
Triantha glutinosa,sticky false asphodel,OBL,OBL,OBL,FACW,Y
Triantha occidentalis,western false asphodel,FACW,FACW,,FACW,Y
Trichophorum alpinum,Hudson Bay bulrush,OBL,OBL,OBL,OBL,Y
Trichophorum cespitosum,tufted bulrush,,,,,N
Trichophorum clintonii,Clinton's bulrush,,FACU,FACU,,Y
Trichophorum pumilum,dwarf bulrush,FACW,OBL,,OBL,Y
Trientalis borealis,northern starflower,,FAC,FAC,,Y
Trientalis europaea,Arctic starflower,FAC,,,FACU,Y
Trifolium aureum,yellow clover,,,,,N
Trifolium hybridum,alsike clover,FAC,FACU,FACU,FAC,Y
Trifolium pratense,red clover,FACU,FACU,FACU,FACU,Y
Trifolium repens,white clover,FAC,FACU,FACU,FACU,Y
Triglochin maritima,seaside arrow-grass,OBL,OBL,OBL,OBL,Y
Triglochin palustris,slender arrow-grass,OBL,OBL,OBL,OBL,Y
Trigonella caerulea,trigonella,,,,,N
Trillium ovatum,western wakerobin,FACU,,,,Y
Tripleurospermum inodorum,scentless chamomile,,,,,N
Tripterocalyx micranthus,sand verbena,,,,,N
Trisetum canescens,tall trisetum,,,,,N
Trisetum cernuum,nodding trisetum,FACU,,,FACU,Y
Trisetum flavescens,yellow trisetum,,,,,N
Trisetum montanum,mountain trisetum,,,,,N
Trisetum spicatum,spike trisetum,UPL,FACU,FAC,FAC,Y
Trisetum wolfii,awnless trisetum,,,,,N
Triticum aestivum,common wheat,,,,,N
Triticum durum,durum wheat,,,,,N
Trollius albiflorus,globeflower,,,,,N
Tsuga heterophylla,western hemlock,FACU,,,FAC,Y
Turritis glabra,tower mustard,,,,,N
Typha latifolia,common cattail,OBL,OBL,OBL,OBL,Y
Ulmus americana,American elm,FAC,FAC,FACW,,Y
Urtica dioica,common nettle,FAC,FAC,FAC,FACU,Y
Urtica urens,small nettle,,,,,N
Utricularia cornuta,horned bladderwort,OBL,OBL,OBL,,Y
Utricularia intermedia,flat-leaved bladderwort,OBL,OBL,OBL,OBL,Y
Utricularia minor,small bladderwort,OBL,OBL,OBL,OBL,Y
Utricularia ochroleuca,northern bladderwort ,OBL,OBL,OBL,OBL,Y
Utricularia vulgaris,common bladderwort,,,,,N
Vaccaria pyramidata,cow cockle,,,,,N
Vaccinium caespitosum,dwarf bilberry,FAC,FAC,FACU,FACW,Y
Vaccinium membranaceum,tall bilberry,FACU,FACU,UPL,FACU,Y
Vaccinium myrtilloides,common blueberry,FACU,FACW,FACW,,Y
Vaccinium myrtillus,low bilberry,UPL,UPL,,,Y
Vaccinium ovalifolium,oval-leaved blueberry,UPL,,FACU,FAC,Y
Vaccinium oxycoccos,small bog cranberry,OBL,OBL,OBL,OBL,Y
Vaccinium scoparium,grouseberry,FACU,FACU,,,Y
Vaccinium uliginosum,bog bilberry,FACW,FAC,FAC,FAC,Y
Vaccinium vitis-idaea,bog cranberry,,FAC,FAC,FAC,Y
Vahlodea atropurpurea,mountain hair grass,FACW,,FACW,FACW,Y
Valeriana dioica,northern valerian,FACW,FACW,FACW,,Y
Valeriana sitchensis,mountain valerian,FAC,,,FAC,Y
Veratrum viride,green false hellebore,FAC,,FACW,FAC,Y
Verbascum nigrum,black mullein,,,,,N
Verbascum phlomoides,woolly mullein,,,,,N
Verbascum thapsus,common mullein,FACU,UPL,UPL,FACU,Y
Verbena bracteata,carpet vervain,FAC,FACU,FACU,,Y
Veronica agrestis,prostrate speedwell,,,,,N
Veronica americana,American brooklime,OBL,OBL,OBL,OBL,Y
Veronica anagallis-aquatica,speedwell,OBL,OBL,OBL,OBL,Y
Veronica chamaedrys,germander speedwell,UPL,UPL,UPL,UPL,Y
Veronica longifolia,spiked speedwell,,,,,N
Veronica peregrina,hairy speedwell,FACW,FACW,FAC,FACU,Y
Veronica persica,bird's-eye,,,,,N
Veronica scutellata,marsh speedwell,OBL,OBL,OBL,OBL,Y
Veronica serpyllifolia,thyme-leaved speedwell,FAC,OBL,FAC,OBL,Y
Veronica verna,spring speedwell,,,,,N
Veronica wormskjoldii,alpine speedwell,FACW,FAC,FAC,FAC,Y
Viburnum edule,low-bush cranberry,FACW,FACW,FACW,FACU,Y
Viburnum opulus,high-bush cranberry,FACW,FAC,FACW,,Y
Vicia americana,wild vetch,FAC,FACU,FACU,FACU,Y
Vicia cracca,tufted vetch,,,,,N
Viola adunca,early blue violet,FAC,FACU,FACU,FAC,Y
Viola arvensis,European field pansy,,,,,N
Viola canadensis,western Canada violet,FACU,FACU,FACU,FAC,Y
Viola epipsila,northern marsh violet,,,,,N
Viola glabella,yellow wood violet,FACW,,,FACW,Y
Viola macloskeyi,small white violet,OBL,FACW,OBL,,Y
Viola nephrophylla,bog violet,FACW,FACW,FACW,,Y
Viola nuttallii,yellow prairie violet,,,,,N
Viola orbiculata,evergreen violet,,,,,N
Viola palustris,marsh violet,OBL,FACW,FACW,FACW,Y
Viola pedatifida,crowfoot violet,UPL,FACU,FACU,,Y
Viola praemorsa,broad leaved yellow prairie violet,,,,,N
Viola renifolia,kidney-leaved violet,FACW,FACW,FACW,FAC,Y
Viola selkirkii,great-spurred violet,,,,,N
Viola tricolor,pansy,,,,,N
Viola vallicola,valley violet,,,,,N
Vulpia octoflora,six-weeks fescue,UPL,FACU,FACU,,Y
Wolffia borealis,northern watermeal,OBL,OBL,OBL,,Y
Wolffia columbiana,Columbia watermeal,OBL,OBL,OBL,,Y
Woodsia glabella,smooth woodsia,,,,,N
Woodsia ilvensis,rusty woodsia,,,,,N
Woodsia oregana,Oregon woodsia,,,,,N
Woodsia scopulina,mountain woodsia,,,,,N
Woodsia x maxonii,Maxon's woodsia,,,,,N
x Agroelymus bowdenii,hybrid wheatgrass,,,,,N
x Elyhordeum macounii,Macoun's wild rye,FACU,FAC,FACU,UPL,Y
x Elyleymus hirtiflorus,hybrid wheatgrass,,,,,N
x Elyleymus turneri,hybrid wheatgrass,,,,,N
Xanthisma grindelioides,toothed ironplant,,,,,N
Xanthisma spinulosum,spiny ironplant,FACU,UPL,,,Y
Xanthium strumarium,cocklebur,FAC,FAC,FAC,,Y
Xerophyllum tenax,beargrass,FACU,FAC,,FACU,Y
Yucca glauca,soapweed,,,,,N
Zannichellia palustris,horned pondweed,OBL,OBL,OBL,OBL,Y
Zigadenus elegans,white camas,,,,,N
Zigadenus venenosus,death camas,,,,,N
Zizania aquatica,wild rice,,OBL,OBL,,Y
Zizania palustris,northern wild rice,OBL,OBL,OBL,,Y
Zizia aptera,heart-leaved Alexanders,FAC,FAC,FACU,,Y
,,,,,,
,,,,,,
,,,,,,
,,,,,,
z,,,,,,
